"Day","CAD_AUD","CHF_AUD","CNY_AUD","EUR_AUD","GBP_AUD","INR_AUD","JPY_AUD","NZD_AUD","PLN_AUD","USD_AUD","ZAR_AUD"
15491,0.9996,0.94186,6.1618,0.7841,0.6265,54.497002,76.636002,1.2907,3.4422,0.970497,8.2785
15492,1.0038,0.9443,6.1806,0.7862,0.6312,54.452,76.300003,1.2899,3.4497,0.972101,8.2587
15495,1.0066,0.93417,6.1554,0.7777,0.6282,53.808998,75.290001,1.2839,3.4227,0.964413,8.2887
15496,1.0118,0.9352,6.188,0.7786,0.6332,54.198002,76.370003,1.2844,3.4124,0.974849,8.2643
15497,1.0131,0.942,6.2153,0.7843,0.6353,54.319,76.949997,1.28795,3.4266,0.977613,8.2284
15498,1.0189,0.94633,6.2954,0.7879,0.6399,54.784,78.542999,1.2863,3.3937,0.990884,8.2216
15499,1.0175,0.94694,6.3016,0.7884,0.6382,54.402,78.940002,1.2891,3.3631,0.990982,8.2976
15502,1.0196,0.94829,6.1082,0.7894,0.6425,54.889999,79.419998,1.2855,3.3703,0.998602,8.2915
15503,1.0177,0.9506,6.2804,0.7914,0.6377,54.911999,78.325996,1.2841,3.4443,0.987752,8.3598
15504,1.0211,0.9556,6.3339,0.7958,0.6391,55.470001,79.133698,1.2797,3.4393,0.995322,8.3519
15505,1.02304,0.95028,6.3284,0.791,0.6408,55.334,78.960999,1.28043,3.4101,0.994926,8.3389
15506,1.0243,0.9519,6.3714,0.7929,0.6437,55.814999,79.517197,1.2779,3.3963,1.001522,8.378
15509,1.03188,0.9554,6.2333,0.7959,0.64338,55.858002,79.955002,1.27661,3.3735,1.011439,8.3527
15510,1.0332,0.96389,6.4193,0.8025,0.6445,56.471001,79.866402,1.276,3.4265,1.011296,8.3906
15511,1.0358,0.96415,6.464,0.8027,0.6474,56.917,80.443703,1.2789,3.4078,1.018195,8.3409
15512,1.0394,0.9653,6.4793,0.8039,0.6489,57.238998,80.958702,1.2735,3.4003,1.019628,8.3442
15513,1.0327,0.9609,6.386,0.8003,0.6437,56.481998,80.343597,1.275,3.4374,1.00444,8.4078
15516,1.0298,0.96107,6.3916,0.8001,0.6437,57.484001,80.808701,1.2733,3.4141,1.003502,8.4385
15517,1.02968,0.96164,6.363,0.8006,0.643,57.013,79.733002,1.27086,3.4071,1.001402,8.4752
15518,1.0287,0.96642,6.3854,0.8045,0.6425,57.228001,79.82,1.2722,3.4178,1.005005,8.4649
15519,1.03273,0.97046,6.3965,0.8079,0.6471,57.259998,80.269997,1.2723,3.439,1.007679,8.5
15520,1.03676,0.96852,6.3698,0.8062,0.6464,56.93,79.550003,1.27427,3.4539,1.003371,8.4281
15523,1.0417,0.97212,6.3059,0.8088,0.6528,56.804001,81.734001,1.2765,3.4099,1.023919,8.3432
15524,1.0407,0.97729,6.49,0.8135,0.6522,56.68,81.300003,1.2741,3.4264,1.023803,8.3558
15525,1.0406,0.98016,6.5264,0.816,0.6554,55.848999,82.129997,1.2775,3.4194,1.028997,8.2971
15526,1.0401,0.9848,6.5062,0.8201,0.6587,55.875,82.055801,1.2768,3.4546,1.026863,8.345
15527,1.0424,0.99676,6.528,0.8296,0.6618,56.41,82.107002,1.27845,3.4923,1.028077,8.3591
15530,1.0392,0.9975,6.379,0.8307,0.6583,56.571999,81.033997,1.2786,3.5238,1.019597,8.4113
15531,1.0401,0.99513,6.4959,0.8285,0.6571,56.938,81.160004,1.28088,3.4923,1.020689,8.3869
15532,1.0412,0.99837,6.4772,0.8312,0.6565,56.366001,80.841003,1.2817,3.4743,1.018828,8.3594
15533,1.0441,1.0046,6.5184,0.8367,0.6606,56.943001,81.529999,1.2885,3.4921,1.024968,8.4325
15534,1.0335,0.99814,6.4477,0.8311,0.6568,56.619999,80.339996,1.282,3.4906,1.013695,8.4439
15537,1.0376,1.0034,6.3387,0.8355,0.6566,56.339001,81,1.2846,3.501,1.0235,8.4453
15538,1.0389,1.0024,6.5239,0.8347,0.6551,56.307999,80.6968,1.2859,3.4946,1.024076,8.4062
15539,1.0436,1.0077,6.5658,0.8389,0.6584,56.777,81.584999,1.2916,3.4919,1.031598,8.4137
15540,1.0461,1.0135,6.5905,0.8437,0.662,57.25,81.639,1.2956,3.5129,1.036098,8.4472
15541,1.0502,1.0192,6.6331,0.8488,0.663,57.390999,82.072998,1.2971,3.5204,1.042438,8.5165
15544,1.0482,1.0238,6.6007,0.8525,0.6622,57.349998,81.090599,1.29789,3.5474,1.033987,8.5663
15545,1.0455,1.017,6.5476,0.847,0.6618,57.414001,80.416397,1.3007,3.5591,1.027295,8.6762
15546,1.0442,1.0169,6.516,0.8465,0.6589,57.244999,79.769997,1.30509,3.5718,1.021597,8.6863
15547,1.0463,1.0188,6.57,0.8487,0.6652,57.806,80.4683,1.30345,3.5466,1.03046,8.654
15548,1.0495,1.0162,6.6294,0.8465,0.6626,57.645,81.370003,1.2988,3.4959,1.039501,8.5671
15551,1.0505,1.0215,6.5113,0.8504,0.66526,57.845001,82.129997,1.29359,3.5055,1.046408,8.5587
15552,1.0509,1.028,6.6891,0.8562,0.66805,58.119999,81.991997,1.2969,3.5218,1.049869,8.5918
15553,1.0513,1.0241,6.6594,0.8525,0.6689,58.27,81.870003,1.2949,3.5042,1.048504,8.6473
15554,1.0514,1.0272,6.6583,0.855,0.6733,58.012001,82.019997,1.2925,3.51,1.047,8.7185
15555,1.0528,1.0314,6.6503,0.8585,0.6739,58.348999,81.779999,1.2912,3.5313,1.045883,8.7232
15558,1.0563,1.0207,6.4825,0.8496,0.6744,58.915001,82.980003,1.2908,3.4539,1.055899,8.5816
15559,1.0566,1.0239,6.7206,0.8523,0.6773,58.578999,82.57,1.2881,3.4387,1.056301,8.6226
15560,1.0507,1.0219,6.7038,0.8506,0.6746,57.958,82.82,1.29275,3.4637,1.053696,8.6044
15561,1.05,1.0249,6.7072,0.853,0.6736,58.441002,82.739998,1.2996,3.4695,1.055799,8.5422
15562,1.0477,1.0324,6.7139,0.86,0.6763,58.362,83.088799,1.3019,3.4827,1.057395,8.5386
15565,1.04618,1.0323,6.5385,0.8594,0.6733,58.402,82.571999,1.30015,3.4978,1.055286,8.5375
15566,1.0433,1.0242,6.6815,0.8526,0.6704,58.108002,82.325302,1.2985,3.4827,1.051403,8.5623
15567,1.04013,1.022,6.6576,0.8507,0.6688,58.278999,82.639,1.3021,3.4679,1.048713,8.5801
15568,1.038,1.0256,6.6687,0.8538,0.6691,58.339001,82.879997,1.3002,3.4825,1.049604,8.6256
15569,1.038,1.0227,6.6907,0.8515,0.6686,58.474998,83.389999,1.2959,3.4498,1.052399,8.6367
15572,1.0312,1.016,6.6288,0.846,0.66506,58.021999,82.9618,1.2913,3.4407,1.043722,8.6719
15573,1.0328,1.0161,6.6398,0.8459,0.665,57.948002,82.900002,1.2908,3.4367,1.045205,8.6944
15574,1.0355,1.0077,6.6451,0.83893,0.6631,57.888,82.900002,1.29122,3.425,1.046901,8.6351
15575,1.0405,1.0064,6.6207,0.8382,0.6613,57.889,82.536003,1.2872,3.4144,1.050906,8.6333
15576,1.03687,0.99737,6.6186,0.8304,0.65781,57.588001,81.991997,1.2834,3.4,1.043242,8.685
15579,1.0322,0.99922,6.455,0.8319,0.6582,57.740002,81.924004,1.283,3.4035,1.040485,8.7196
15580,1.0265,0.9954,6.5825,0.8291,0.6562,57.661999,81.607201,1.2814,3.386,1.036602,8.743
15581,1.0245,0.9906,6.5794,0.825,0.6553,57.68,81.470001,1.28822,3.3884,1.037495,8.707
15582,1.0232,0.99108,6.5601,0.8251,0.6532,57.458,81.379997,1.29003,3.4449,1.034105,8.694
15583,1.0201,0.9868,6.5188,0.8215,0.6509,57.127998,80.709999,1.288,3.4481,1.028098,8.7256
15586,1.013,0.9812,6.517,0.817,0.6475,57.306,80.442902,1.2841,3.4039,1.027813,8.6539
15587,1.0098,0.9768,6.4833,0.8133,0.6446,56.791,80.199997,1.2842,3.4041,1.024097,8.585
15588,1.0071,0.9781,6.4681,0.8146,0.6434,56.77,80.099998,1.2856,3.4122,1.0212,8.5871
15589,1.0092,0.97376,6.4615,0.8088,0.6407,56.914001,79.903503,1.2809,3.3785,1.019295,8.5536
15590,1.0102,0.98076,6.5124,0.8138,0.6452,57.173,81.089996,1.2834,3.3564,1.028595,8.5306
15593,1.0135,0.97954,6.355,0.8097,0.647,57.488998,81.043999,1.2771,3.3147,1.036216,8.4793
15594,1.009,0.97763,6.5409,0.8096,0.6459,57.224998,80.809303,1.2775,3.33,1.033399,8.438
15595,1.0148,0.979,6.6008,0.8115,0.6488,57.662998,81.089996,1.27562,3.3074,1.043047,8.5197
15596,1.0208,0.97999,6.6104,0.8108,0.6494,57.695999,81.397697,1.2747,3.3189,1.046605,8.7055
15597,1.0197,0.9844,6.6597,0.8105,0.652,58.304001,81.760002,1.2669,3.2972,1.053519,8.6903
15600,1.02374,0.97602,6.6526,0.8034,0.6494,57.217999,82.537003,1.27092,3.264,1.053863,8.682
15601,1.0205,0.9709,6.6104,0.799,0.6447,56.518002,82.386497,1.2677,3.275,1.047592,8.6503
15602,1.0187,0.97013,6.5946,0.8012,0.6433,56.402,82.290001,1.2616,3.2945,1.0455,8.5564
15603,1.0208,0.96997,6.5945,0.8018,0.6449,56.507999,82.082001,1.2613,3.3203,1.047219,8.6477
15604,1.0183,0.97299,6.5707,0.8042,0.6431,56.557999,81.580002,1.258,3.3359,1.043515,8.6519
15607,1.0199,0.97363,6.5794,0.8046,0.6427,55.747002,81.480003,1.2611,3.3254,1.043558,8.6129
15608,1.01947,0.97432,6.5712,0.8052,0.6423,55.682999,81.163002,1.26777,3.3411,1.04259,8.5942
15609,1.01649,0.97159,6.5262,0.8033,0.6398,55.243,80.537697,1.264,3.3272,1.036377,8.5261
15610,1.0205,0.97387,6.5307,0.8053,0.6411,55.451,80.560402,1.2567,3.3388,1.03728,8.5284
15611,1.02342,0.97815,6.5691,0.8082,0.6428,55.275002,80.959999,1.2561,3.3308,1.043765,8.5851
15614,1.0186,0.97729,6.4019,0.8085,0.642,54.846001,80.711998,1.2504,3.3209,1.03554,8.6025
15615,1.0169,0.9719,6.501,0.8037,0.6421,54.233002,80.843002,1.2501,3.2993,1.036098,8.6583
15616,1.009,0.96044,6.4346,0.794,0.6356,53.669998,80.181999,1.2419,3.2654,1.025978,8.5692
15617,1.0089,0.9585,6.4224,0.7916,0.6352,53.299,80.247002,1.245,3.2324,1.023217,8.6156
15618,1.00424,0.9533,6.4295,0.7869,0.6326,52.928001,80.385002,1.2456,3.2152,1.024265,8.6997
15621,0.99364,0.94669,6.2306,0.7813,0.6301,52.872002,80.024002,1.24173,3.1692,1.017046,8.9076
15622,0.99654,0.9522,6.4101,0.7869,0.6368,53.694,79.940697,1.2437,3.2009,1.021357,9.078
15623,0.9974,0.9592,6.3942,0.7922,0.6368,53.652,79.6782,1.2483,3.2247,1.018755,8.9301
15624,1.00362,0.96081,6.4127,0.7947,0.6384,54.155998,79.778999,1.25163,3.2525,1.022202,8.9261
15625,1.00329,0.95861,6.4268,0.7929,0.6389,53.953999,80.383797,1.25606,3.2417,1.025536,8.8801
15628,1.00179,0.95539,6.4086,0.7902,0.6363,54.039001,80.175003,1.254,3.2357,1.022631,8.9551
15629,1.00667,0.9561,6.4316,0.7914,0.6381,54.355999,80.830002,1.2568,3.2342,1.026905,9.0268
15630,1.01544,0.9508,6.4508,0.7864,0.639,54.449001,81.247002,1.26027,3.2145,1.030896,8.9478
15631,1.0148,0.9567,6.4832,0.7912,0.643,54.812,82.019997,1.2625,3.2414,1.037904,8.9221
15632,1.0212,0.9591,6.479,0.7937,0.6459,55.344002,82.239998,1.2658,3.2507,1.037495,8.9667
15635,1.02434,0.95642,6.4372,0.7914,0.6441,55.578999,81.68,1.26339,3.2498,1.030577,8.9259
15636,1.025,0.9572,6.4538,0.7906,0.6449,55.202999,82.639999,1.2625,3.2455,1.033677,8.9129
15637,1.0188,0.9575,6.4083,0.7912,0.6437,55.096001,81.93,1.2651,3.2657,1.026905,8.9784
15638,1.02849,0.96475,6.4558,0.7977,0.6451,55.528999,82.574997,1.2599,3.3144,1.034597,9.0757
15639,1.0297,0.9678,6.4509,0.8,0.6421,55.358002,83.049004,1.26275,3.3201,1.035143,9.033
15642,1.0341,0.96876,6.2952,0.8008,0.6432,55.556,82.419998,1.2605,3.3128,1.035304,8.9617
15643,1.0343,0.96806,6.4463,0.8009,0.6448,55.854,82.470001,1.2606,3.3195,1.033976,8.9696
15644,1.03619,0.96612,6.4613,0.7996,0.6447,55.883999,82.586998,1.2608,3.2991,1.036602,8.9491
15645,1.0368,0.96621,6.4593,0.8001,0.6428,55.827,82.839996,1.2612,3.3079,1.037603,8.9947
15646,1.03757,0.9696,6.4906,0.8042,0.6453,55.810001,83.5103,1.2574,3.3104,1.041363,8.9888
15649,1.0294,0.9731,6.4524,0.8062,0.6454,55.616001,83.230003,1.2541,3.3115,1.034297,9.0357
15650,1.0333,0.97866,6.4735,0.8107,0.6492,56.595001,83.183502,1.2554,3.3338,1.038098,9.0552
15651,1.03458,0.98359,6.5058,0.8141,0.65206,56.691002,83.709999,1.2604,3.3514,1.043068,9.0016
15652,1.0366,0.98367,6.4903,0.8154,0.6509,56.331001,83.193001,1.2686,3.3762,1.040399,8.9773
15653,1.04007,0.98389,6.4875,0.8159,0.6507,56.477001,82.653999,1.27844,3.4033,1.040107,9.0505
15656,1.0392,0.98506,6.3229,0.8167,0.6537,56.686001,82.580002,1.2751,3.3932,1.039501,9.0349
15657,1.0423,0.98864,6.4864,0.8204,0.6565,57.146,82.989998,1.27451,3.415,1.042655,9.1164
15658,1.0458,0.98906,6.4893,0.8215,0.6577,57.256001,82.981003,1.2785,3.4357,1.044397,9.1688
15659,1.0405,0.97987,6.4466,0.8139,0.6542,56.743,83.128998,1.27838,3.3909,1.036592,9.2242
15660,1.0341,0.9737,6.4361,0.8086,0.6515,56.491001,83.849998,1.275,3.3603,1.033987,9.2146
15663,1.0358,0.97852,6.2888,0.812,0.6515,57.049999,84.452003,1.2732,3.3742,1.036044,9.1679
15664,1.0367,0.98045,6.4784,0.8145,0.6543,57.207001,84.591003,1.2704,3.3617,1.040236,9.2001
15665,1.0351,0.97665,6.4678,0.8106,0.6522,57.183998,84.901001,1.2711,3.3349,1.039004,9.1833
15666,1.0335,0.9717,6.4559,0.807,0.6501,57.157001,85.716003,1.27197,3.3203,1.038303,9.3072
15667,1.03539,0.97077,6.4607,0.8061,0.6511,57.25,85.480003,1.272,3.3106,1.038023,9.2606
15670,1.0387,0.9705,6.3201,0.8065,0.6523,57.993,86.311996,1.2684,3.3121,1.045905,9.2782
15671,1.0395,0.97046,6.5108,0.8062,0.6529,58.205002,85.735001,1.2724,3.3027,1.047197,9.2615
15672,1.038,0.9718,6.4922,0.8071,0.6517,57.854,85.699997,1.2723,3.3077,1.044397,9.2224
15673,1.0386,0.97306,6.5118,0.8084,0.6538,58.278999,86.010002,1.2706,3.3163,1.047504,9.2367
15674,1.0354,0.96753,6.4865,0.8037,0.65,57.124001,85.639999,1.2669,3.2851,1.042938,9.1533
15677,1.0356,0.96681,6.336,0.802,0.6505,56.580002,85.978996,1.2722,3.2881,1.042601,9.268
15678,1.0369,0.96461,NA,0.7983,NA,57.073002,85.672798,1.2693,3.2986,NA,9.2367
15679,1.04022,0.97062,6.5116,0.7995,0.6504,57.212002,85.705002,1.27002,3.3024,1.047493,9.1977
15680,1.0358,0.96783,6.4959,0.7991,0.649,56.914001,86.089996,1.2596,3.2905,1.044801,9.1575
15681,1.03811,0.97676,6.5184,0.8079,0.6524,56.637001,86.317398,1.25952,3.3348,1.047395,9.0946
15684,1.034,0.98082,6.5332,0.812,0.6535,56.942001,86.524002,1.2568,3.3454,1.048185,9.0826
15685,1.0341,0.97898,6.5247,0.8103,0.6522,57.076,86.359001,1.2563,3.3278,1.048801,9.0866
15686,1.0384,0.981,6.5737,0.8096,0.6535,57.102001,86.93,1.255,3.306,1.053696,9.115
15687,1.0379,0.9768,6.585,0.807,0.6534,57.224998,87.731003,1.25145,3.2995,1.05463,9.1206
15688,1.0364,0.97273,6.5544,0.8052,0.6534,57.290001,88.111,1.24815,3.2977,1.053175,9.1075
15691,1.0399,0.9687,6.5772,0.8014,0.6524,57.448002,88.803001,1.2479,3.2678,1.055532,9.1111
15692,1.037,0.96786,6.5688,0.801,0.6506,57.784,88.469002,1.2484,3.2744,1.054797,8.9801
15693,1.0368,0.9599,6.5475,0.7949,0.6471,57.634998,88.704002,1.2511,3.2362,1.051989,8.8876
15694,1.03574,0.95713,6.5188,0.7928,0.6445,57.091,88.209,1.2543,3.2289,1.04768,8.896
15695,1.0347,0.9557,6.5244,0.7915,0.6438,57.429001,88.449997,1.2561,3.2104,1.048097,8.887
15698,1.0328,0.9523,6.4691,0.7885,0.6433,57.271,87.730003,1.2626,3.2115,1.039696,8.8942
15699,1.02871,0.94969,6.4562,0.7862,0.6425,56.911999,87.919998,1.2603,3.2073,1.036796,8.8801
15700,1.0279,0.94992,6.4606,0.7868,0.6426,56.998001,88.150002,1.2605,3.2049,1.037398,8.9011
15701,1.03003,0.9464,6.4507,0.7834,0.6426,56.786999,88.767998,1.26475,3.2147,1.036581,8.8742
15702,1.0313,0.94616,6.4566,0.7825,0.6432,56.924999,89.661003,1.2622,3.1872,1.036979,8.7898
15705,1.033,0.94831,6.2951,0.7854,0.6427,56.793999,89.269997,1.2615,3.1968,1.039199,8.8008
15706,1.0307,0.9505,6.4766,0.7871,0.6388,57.176998,90.050003,1.2567,3.2063,1.039901,8.7249
15707,1.0324,0.9508,6.4656,0.7872,0.6394,56.761002,89.949997,1.2559,3.2043,1.039166,8.7688
15708,1.0337,0.9625,6.5265,0.7957,0.6454,56.960999,91.564003,1.2582,3.2356,1.049296,8.896
15709,1.0325,0.9696,6.5059,0.8024,0.64999,56.896999,91.68,1.2642,3.2767,1.045303,8.9758
15712,1.03461,0.97045,6.3451,0.8029,0.653,57.578999,92.557999,1.26174,3.3015,1.049538,8.9786
15713,1.0361,0.9681,6.5397,0.8009,0.6519,57.997002,91.709999,1.2551,3.3006,1.051171,8.9982
15714,1.037,0.9708,6.5347,0.80325,0.6545,57.748001,91.32,1.2546,3.3011,1.05137,9.0107
15715,1.03739,0.97262,6.5323,0.8046,0.6558,57.450001,92.569,1.25194,3.2785,1.050608,9.0298
15716,1.04011,0.96704,6.5761,0.797,0.6544,57.668999,94.410004,1.25355,3.2566,1.058033,9.1589
15719,1.03721,0.9628,6.3393,0.7886,0.6533,57.75,94.334999,1.2589,3.2401,1.053785,9.2018
15720,1.03928,0.97447,6.5639,0.7895,0.65711,57.511002,94.522003,1.2536,3.24,1.056424,9.1906
15721,1.03999,0.9846,6.5598,0.7941,0.6573,57.668999,93.790001,1.2556,3.2627,1.057083,9.3016
15722,1.0407,0.98289,6.556,0.7944,0.6598,57.681,93.572998,1.25696,3.2715,1.055844,9.2881
15723,1.03962,0.984,6.5502,0.7884,0.6599,57.247002,94.708,1.25968,3.2385,1.054608,9.2877
15726,1.04207,0.9813,6.3878,0.7886,0.6623,55.933998,94.732002,1.2556,3.2721,1.050718,9.3244
15727,1.0435,0.98231,6.5372,0.7898,0.6638,56.477001,94.196999,1.2573,3.291,1.051602,9.3084
15728,1.04772,0.98151,6.5632,0.7933,0.6668,56.778999,93.5,1.2555,3.3091,1.05629,9.3397
15729,1.05359,0.97978,6.5456,0.7916,0.6654,56.494999,93.309998,1.2501,3.2998,1.053685,9.5509
15730,1.0466,0.9703,6.4864,0.7812,0.6619,56.011002,94.588997,1.2487,3.271,1.044605,9.4666
15733,1.04925,0.9651,6.3064,0.773,0.6598,56.074001,94.938004,1.24575,3.2222,1.041352,9.3126
15734,1.0482,0.9647,6.4782,0.7748,0.6638,56.130001,94.264999,1.24933,3.2509,1.042231,9.4724
15735,1.04766,0.9648,6.5043,0.7755,0.6644,56.198002,94.994003,1.2484,3.2463,1.046901,9.4356
15736,1.044,0.9487,6.4741,0.7677,0.6593,55.471001,94.818001,1.2456,3.2218,1.041884,9.3919
15737,1.0396,0.94857,6.4799,0.7663,0.6572,55.453999,95.639999,1.2421,3.2144,1.043221,9.3444
15740,1.0389,0.94683,6.3342,0.7636,0.6636,55.320999,96.690002,1.2317,3.1807,1.042601,9.2278
15741,1.0412,0.94874,6.4986,0.7725,0.6624,55.570999,96.198997,1.2378,3.2266,1.044103,9.3039
15742,1.0341,0.94312,6.4618,0.7647,0.6631,55.152,97.190002,1.2279,3.1943,1.039004,9.1596
15743,1.027,0.93895,6.42,0.7628,0.6586,54.782001,96.379997,1.2305,3.1857,1.032002,9.1836
15744,1.0255,0.9438,6.4031,0.7677,0.6543,54.653,96.230003,1.2327,3.2023,1.028267,9.1623
15747,1.036,0.9464,6.2999,0.772,0.6531,55.243,95.4953,1.2349,3.2022,1.032279,9.1552
15748,1.03156,0.9448,6.3906,0.7657,0.6553,55.318001,96.660004,1.2276,3.1781,1.026357,9.1322
15749,1.03539,0.9474,6.4358,0.7682,0.6593,55.605,96.438004,1.22935,3.2078,1.03387,9.2035
15750,1.037,0.9497,6.4474,0.77,0.6665,55.674999,96.559998,1.2242,3.1989,1.036098,9.1701
15751,1.0359,0.95438,6.4443,0.7749,0.6681,55.733002,96.211998,1.21618,3.2361,1.035057,9.0825
15754,1.037,0.9502,6.2601,0.7719,0.6654,55.93,96.524002,1.2172,3.2312,1.02994,9.1173
15755,1.0421,0.95246,6.4362,0.7728,0.6663,55.834,96.598999,1.2191,3.232,1.031896,9.1631
15756,1.04659,0.95351,6.4495,0.7722,0.6703,55.978001,96.910004,1.2222,3.2165,1.034897,9.1542
15757,1.0417,0.9505,6.3865,0.7718,0.6728,55.351002,95.9506,1.2271,3.2119,1.024842,9.1219
15758,1.04757,0.95805,6.4146,0.7801,0.6744,56.014999,95.883003,1.2324,3.2499,1.029442,9.1501
15761,1.0522,0.95798,6.252,0.7803,0.6819,56.014999,97,1.2301,3.2468,1.029824,9.1472
15762,1.0529,0.9564,6.3907,0.7856,0.6769,55.255001,94.839996,1.2317,3.265,1.027031,9.0573
15763,1.0491,0.95332,6.3655,0.7828,0.6762,55.284,94.230003,1.238,3.2569,1.023395,9.0351
15764,1.0467,0.95011,6.3614,0.7776,0.6745,55.032001,94.453003,1.23828,3.2314,1.023227,9.0321
15765,1.05306,0.9569,6.3508,0.7821,0.6736,55.487999,94.587997,1.2389,3.2447,1.021899,9.2226
15768,1.04704,0.96035,6.3366,0.78302,0.6781,55.983002,95.385002,1.23762,3.2353,1.019628,9.2717
15769,1.047,0.959,6.3428,0.7826,0.6742,55.911999,95.280701,1.2321,3.235,1.020387,9.2535
15770,1.05387,0.96613,6.3785,0.7866,0.678,56.327,95.752998,1.23351,3.2441,1.026684,9.2747
15771,1.0563,0.97062,6.3565,0.7884,0.6823,55.931999,96.089996,1.2364,3.2693,1.023353,9.3247
15772,1.0569,0.9677,6.3821,0.7833,0.6833,55.977001,97.488998,1.2396,3.249,1.027063,9.3836
15775,1.0501,0.9726,6.252,0.7864,0.6851,55.563,98.236198,1.2441,3.2463,1.021795,9.2794
15776,1.05487,0.97443,6.3804,0.7884,0.6892,55.852001,99.279999,1.24464,3.263,1.027897,9.3571
15777,1.0592,0.97829,6.41,0.7925,0.6927,55.856998,98.940002,1.2516,3.2796,1.032898,9.4596
15778,1.0584,0.98099,6.3915,0.7946,0.6899,55.926998,98.889,1.2582,3.2867,1.030004,9.5292
15779,1.06094,0.98304,6.4435,0.7976,0.6878,56.362999,99.607002,1.26327,3.313,1.038023,9.5071
15782,1.05952,0.9788,6.3585,0.8032,0.6854,56.188999,98.220001,1.2583,3.3333,1.03539,9.5366
15783,1.0625,0.9841,6.4531,0.8029,0.6883,56.144001,99.085297,1.25794,3.3301,1.039393,9.527
15784,1.06381,0.98181,6.4288,0.8053,0.6861,56.268002,98.473999,1.25775,3.3483,1.036119,9.6045
15785,1.06423,0.9799,6.4385,0.8019,0.6873,56.308998,99.57,1.25591,3.3435,1.037807,9.6745
15786,1.069,0.98776,6.4773,0.8087,0.6874,56.605,99.050003,1.254,3.3899,1.044005,9.7125
15789,1.0677,0.9802,6.2931,0.8021,0.6854,56.688,99.093002,1.25035,3.3445,1.044877,9.7154
15790,1.0685,0.9919,6.4873,0.8135,0.689,56.610001,98.279999,1.2524,3.3874,1.046244,9.7126
15791,1.0646,0.993,6.4964,0.8143,0.6906,56.875999,99.089996,1.2482,3.4024,1.047362,9.677
15792,1.0614,0.9963,6.4853,0.81786,0.6906,56.764999,98.533897,1.2468,3.419,1.044867,9.6742
15793,1.0582,0.98876,6.4647,0.8128,0.6852,56.456001,98.112999,1.24369,3.3933,1.041829,9.6126
15796,1.05879,0.98923,6.3091,0.8128,0.685,56.445,98.1492,1.24298,3.3917,1.041233,9.6089
15797,1.0606,0.9873,6.3041,0.812,0.6854,56.539001,97.230904,1.2446,3.3915,1.043798,9.5841
15798,1.06042,0.99194,6.4732,0.8155,0.6919,56.848999,97.615997,1.24284,3.4134,1.045719,9.6591
15799,1.06014,0.98768,6.4733,0.8133,0.6904,56.84,97.091003,1.24179,3.413,1.045478,9.6359
15800,1.0558,0.98034,6.4574,0.8063,0.6845,57.172001,100.517998,1.23926,3.3685,1.042394,9.5514
15803,1.0526,0.9666,6.2257,0.7964,0.6742,56.862999,102.206001,1.2308,3.3106,1.035165,9.4187
15804,1.0589,0.9733,6.4528,0.7997,0.6826,56.792,103.449997,1.23046,3.2965,1.042025,9.3378
15805,1.06553,0.97777,6.4967,0.8016,0.6843,57.195,103.753998,1.2302,3.2973,1.0489,9.349
15806,1.069,0.98339,6.5217,0.8072,0.6875,57.386002,105.016998,1.228,3.3045,1.053785,9.3785
15807,1.0648,0.9804,6.5236,0.8039,0.6849,57.195,105.058998,1.2215,3.3041,1.054619,9.3779
15810,1.06662,0.97583,6.5086,0.8026,0.6846,57.287998,103.43,1.22653,3.2709,1.051403,9.4048
15811,1.0572,0.961,6.3869,0.7918,0.6756,56.327,100.056999,1.2246,3.2496,1.033805,9.5006
15812,1.0607,0.95764,6.4113,0.7877,0.6759,56.164001,101.330002,1.2217,3.236,1.038497,9.4663
15813,1.0568,0.9603,6.3508,0.7902,0.6756,55.785,100.961998,1.2189,3.2521,1.030301,9.4469
15814,1.0556,0.95993,6.2369,0.7887,0.6736,55.596001,101.089996,1.22345,3.2449,1.029803,9.4478
15817,1.0533,0.9587,6.2035,0.7865,0.6746,55.361,102.5,1.22231,3.2236,1.02739,9.4628
15818,1.0527,0.95904,6.3394,0.7858,0.6708,55.506001,101.783997,1.21911,3.2265,1.026568,9.4664
15819,1.0532,0.9702,6.3314,0.7893,0.6736,55.721001,102.248001,1.2181,3.2686,1.026104,9.4457
15820,1.0533,0.97365,6.3424,0.7893,0.6725,55.723,102.160004,1.2122,3.2751,1.027897,9.3775
15821,1.0499,0.9727,6.3447,0.7913,0.6666,55.747002,102.230003,1.2103,3.287,1.029389,9.3457
15824,1.04519,0.9689,6.325,0.7885,0.6637,55.897999,100.615997,1.2097,3.274,1.028415,9.3571
15825,1.0463,0.9692,6.3686,0.7897,0.6674,56.023998,101.230003,1.2096,3.2648,1.034404,9.2854
15826,1.04384,0.96372,6.3857,0.7873,0.6672,55.727001,100.809998,1.21066,3.2747,1.037075,9.3008
15827,1.0355,0.9529,6.3329,0.7801,0.6604,55.124001,99.875999,1.208,3.2493,1.028574,9.2853
15828,1.0361,0.9585,6.3049,0.7847,0.66,55.124001,100.419998,1.2053,3.2433,1.025567,9.1619
15831,1.03848,0.9629,6.1823,0.7849,0.6611,55.469002,102.055,1.2063,3.2489,1.030248,9.178
15832,1.031,0.9609,6.3098,0.7835,0.65914,55.426998,101.739998,1.20327,3.2497,1.024485,9.1939
