"Day","CAD_AUD","CHF_AUD","CNY_AUD","EUR_AUD","GBP_AUD","INR_AUD","JPY_AUD","NZD_AUD","PLN_AUD","USD_AUD","ZAR_AUD"
13284,0.8488,0.926,6.1121,0.5967,0.4063,34.914001,84.169998,1.2253,2.3132,0.767106,4.8813
13285,0.8464,0.9217,6.055,0.5955,0.40342,34.282001,84.190002,1.2188,2.3631,0.759417,4.8791
13286,0.8549,0.9198,6.0818,0.5941,0.4033,34.681,84.699997,1.2274,2.3489,0.764,4.9262
13287,0.84536,0.92007,6.044,0.59214,0.40246,34.131001,84.519997,1.2168,2.3424,0.757174,4.9219
13290,0.8404,0.907,6.032,0.5858,0.3993,34.125999,83.900002,1.2089,2.3237,0.753409,4.9095
13291,0.8446,0.9098,6.0392,0.5874,0.4001,34.066002,84.190002,1.2029,2.3337,0.750976,4.9775
13292,0.8426,0.9154,6.0147,0.5891,0.4021,34.375999,84.839996,1.1844,2.3281,0.753125,4.9358
13293,0.842,0.9249,6.0612,0.5937,0.40557,34.818001,84.980003,1.1867,2.3366,0.760919,4.936
13294,0.83733,0.92775,6.0683,0.59471,0.4073,34.967999,85.333,1.1894,2.3171,0.758093,4.9436
13297,0.8384,0.9284,6.0691,0.5948,0.40798,34.908001,85.400002,1.1942,2.3344,0.759013,4.9384
13298,0.8368,0.9226,6.1053,0.5917,0.40451,35.080002,85.419998,1.1906,2.3355,0.761789,5.0886
13299,0.82892,0.9158,6.0374,0.5872,0.402,34.729,84.669998,1.1838,2.3115,0.752785,5.0621
13300,0.8244,0.9115,5.9912,0.5833,0.4004,34.472,84.029999,1.19,2.2815,0.747887,4.935
13301,0.82636,0.90635,6.0071,0.58102,0.3977,34.159,83.823997,1.1899,2.2898,0.751089,4.9915
13304,0.8267,0.9036,5.9951,0.57974,0.3997,34.178001,84.029999,1.1827,2.3019,0.748279,4.9897
13305,0.8247,0.9008,5.9283,0.5779,0.3981,33.967999,83.889999,1.1797,2.288,0.7414,5.0189
13306,0.8249,0.9051,5.9363,0.5794,0.39952,33.942001,84.150002,1.177,2.2846,0.742391,4.9958
13307,0.83262,0.91488,5.9408,0.58672,0.40277,33.966999,84.550003,1.185,2.3192,0.742611,4.9988
13308,0.8299,0.92278,5.9961,0.59333,0.40742,34.257,85.466003,1.1832,2.3455,0.750525,5.029
13311,0.8155,0.9155,5.9364,0.5897,0.4027,34.014999,84.910004,1.1868,2.3534,0.742391,5.03
13312,0.8206,0.9125,5.9173,0.5874,0.402,33.856998,84.940002,1.1873,2.361,0.737626,5.0454
13313,0.82109,0.9071,5.8992,0.5846,0.3996,33.777,84.699997,1.1826,2.3612,0.73779,5.0363
13314,0.8245,0.913,5.9165,0.5872,0.401,34.000999,85.139999,1.189,2.3823,0.742611,5.0926
13315,0.8288,0.9113,5.8897,0.58435,0.3978,33.619999,85.059998,1.1955,2.3651,0.739426,5.0672
13318,0.8246,0.9127,5.8831,0.585,0.39995,33.735001,84.949997,1.19355,2.3808,0.736485,5.1456
13319,0.82426,0.91296,5.8806,0.58575,0.40008,33.819,84.720001,1.1895,2.3814,0.737626,5.2182
13320,0.8175,0.9108,5.8982,0.5831,0.4001,33.848999,84.82,1.1957,2.3753,0.738607,5.2569
13321,0.8195,0.9109,5.8533,0.5826,0.40106,33.664001,85.129997,1.2035,2.3831,0.733622,5.3847
13322,0.82083,0.9117,5.8403,0.58408,0.40106,33.553001,85.249001,1.2063,2.3978,0.732011,5.4243
13325,0.8228,0.9098,5.8349,0.5816,0.4015,33.879002,85.120003,1.2107,2.3782,0.732923,5.4047
13326,0.8211,0.9101,5.8504,0.5818,0.40171,33.837002,85.080002,1.2152,2.3679,0.731797,5.3358
13327,0.81847,0.9084,5.8115,0.58065,0.40084,33.729,84.809998,1.22355,2.3568,0.729075,5.2616
13328,0.8198,0.9139,5.8389,0.5835,0.4041,34.192001,85.080002,1.2217,2.3718,0.739426,5.3348
13329,0.82802,0.90744,5.9197,0.58069,0.40117,33.923,85.002998,1.2162,2.3541,0.742777,NA
13332,0.8253,0.9087,5.9279,0.58005,0.4031,34.118,85.209999,1.2232,2.3253,0.742777,NA
13333,0.8238,0.9097,5.9324,0.581,0.40279,34.102001,85.559998,1.2211,2.3232,0.743826,NA
13334,0.8243,0.9125,5.9147,0.5822,0.40394,34.073002,85.690002,1.2261,2.3541,0.741895,NA
13335,0.829,0.9158,5.9426,0.5834,0.40585,34.158001,85.919998,1.2325,2.3447,0.745712,NA
13336,0.83659,0.91922,5.989,0.58599,0.40537,34.334999,85.656998,1.2295,2.3925,0.751993,NA
13339,0.8387,0.9186,5.9609,0.5862,0.4053,34.363998,85.400002,1.2221,2.3758,0.747384,NA
13340,0.8511,0.9224,5.9953,0.58928,0.40776,34.709999,85.989998,1.2188,2.3746,0.752672,NA
13341,0.852,0.9275,6.0041,0.5917,0.4099,34.622002,86.739998,1.2156,2.3957,0.752785,NA
13342,0.852,0.9254,5.9995,0.5932,0.4083,34.813999,86.900002,1.2174,2.4029,0.753579,NA
13343,0.8502,0.93159,5.8078,0.59634,0.40901,34.726002,87.528,1.2141,2.3956,0.754489,NA
13346,0.84922,0.9327,5.9739,0.5971,0.41085,34.819,87.529999,1.2032,2.4091,0.747887,NA
13347,0.8475,0.9351,5.9597,0.5969,0.40906,34.763,87.610001,1.19605,2.4032,0.746993,NA
13348,0.8506,0.936,5.9468,0.59542,0.40703,35.108002,87.629997,1.1997,2.3616,0.750582,NA
13349,0.8502,0.9328,5.9894,0.59389,0.40575,35.09,87.800003,1.2054,2.3371,0.750582,NA
13350,0.85665,0.93161,5.9972,0.59337,0.40502,34.997002,87.579002,1.2083,2.3456,0.754205,NA
13353,0.86053,0.9391,6.0093,0.59673,0.4073,35.300999,87.93,1.20965,2.3358,0.753579,NA
13354,0.8588,0.9435,6.0007,0.5984,0.409,35.179001,88.230003,1.203,2.3442,0.753523,NA
13355,0.8638,0.9434,6.0205,0.59827,0.41007,35.499001,88.489998,1.2239,2.3415,0.760803,NA
13356,0.86664,0.9441,6.0875,0.6006,0.41053,35.500999,88.279999,1.2311,2.3506,0.762893,NA
13357,0.86612,0.94327,6.0951,0.60089,0.41075,35.554001,87.906998,1.2406,2.3665,0.766695,NA
13360,0.8651,0.9416,6.0861,0.5991,0.4096,35.528,87.669998,1.2358,2.3591,0.765873,NA
13361,0.8648,0.9379,6.0677,0.5964,0.40767,35.507,87.629997,1.2323,2.3434,0.764994,NA
13362,0.8604,0.94,6.0821,0.5973,0.4068,35.539001,87.540001,1.2276,2.3438,0.764584,NA
13363,0.8557,0.9366,6.0474,0.5942,0.4031,35.337002,87.519997,1.22995,2.3182,0.761209,NA
13364,0.86246,0.93551,6.1022,0.59439,0.40097,35.460999,87.797997,1.225,2.3037,0.76558,NA
13367,0.8532,0.9355,6.0923,0.5949,0.4003,35.463001,87.82,1.2225,2.3,0.763417,NA
13368,0.8514,0.9334,6.0581,0.5931,0.3988,35.154999,87.610001,1.2154,2.2935,0.75792,NA
13369,0.8567,0.9379,6.1016,0.5944,0.4014,35.526001,88.279999,1.21125,2.2898,0.765873,NA
13370,0.8657,0.9479,6.1001,0.6005,0.4055,35.589001,88.470001,1.21065,2.3312,0.768521,NA
13371,0.86212,0.95394,6.1203,0.60248,0.40533,35.641998,89.030998,1.2092,2.3216,0.766871,NA
13374,0.8561,0.94295,6.0598,0.5968,0.40225,35.299999,88.589996,1.204,2.3135,0.759994,NA
13375,0.85842,0.9457,6.106,0.5978,0.40357,35.515999,88.669998,1.20375,2.3161,0.765228,NA
13376,0.8598,0.9442,6.1393,0.59848,0.40539,35.723999,89.059998,1.19725,2.3144,0.768817,NA
13377,0.8549,0.9377,6.0824,0.59333,0.4037,35.254002,88.25,1.1931,2.2997,0.761789,NA
13378,0.85505,0.93699,6.0459,0.59277,0.4039,35.273998,88.037003,1.189,2.3137,0.760514,NA
13381,0.8519,0.9339,6.0822,0.5917,0.40272,35.356998,88.349998,1.1901,2.3063,0.762428,NA
13382,0.8495,0.9404,6.0581,0.59503,0.40352,35.374001,88.800003,1.1951,2.3185,0.762486,NA
13383,0.8476,0.9415,6.0689,0.5959,0.4026,35.358002,88.690002,1.1972,2.3444,0.762311,NA
13384,0.8445,0.9425,6.0577,0.5963,0.4031,35.362999,88.620003,1.2,2.3481,0.761325,NA
13385,0.84076,0.9391,6.0374,0.59393,0.40121,35.195,88.825996,1.189,2.3344,0.75792,NA
13388,0.8434,0.9376,6.0354,0.59347,0.40069,35.299,88.959999,1.1893,2.3414,0.75959,NA
13389,0.84574,0.938,6.0389,0.595,0.40201,35.426998,89.099998,1.184,2.3481,0.763825,NA
13390,0.8463,0.9367,6.0586,0.59478,0.40093,35.347,89.379997,1.1742,2.3386,0.764117,NA
13391,0.8425,0.939,6.0523,0.5956,0.40089,35.460999,89.540001,1.163,2.3508,0.763301,NA
13392,0.84641,0.94332,6.0755,0.59759,0.40271,35.655998,89.801003,1.1706,2.377,0.767283,NA
13395,0.8529,0.9473,6.1145,0.5993,0.4043,35.648998,89.519997,1.1831,2.3766,0.770891,NA
13396,0.85557,0.94952,6.0975,0.6002,0.40634,35.537998,89.440002,1.1931,2.3779,0.770179,NA
13397,0.84817,0.9463,6.0683,0.59834,0.40666,35.314999,89.410004,1.1792,2.3777,0.767224,NA
13398,0.8415,0.9422,6.0201,0.5955,0.4041,34.932999,88.279999,1.1747,2.3708,0.758495,NA
13399,0.84432,0.94028,5.981,0.59492,0.40409,34.831001,88.174004,1.1821,2.3684,0.754205,NA
13402,0.8414,0.9331,5.9537,0.5904,0.40216,34.650002,88.205002,1.1742,2.3553,0.750582,NA
13403,0.8413,0.9396,5.9623,0.5918,0.40089,34.710999,88.489998,1.167,2.3526,0.751823,NA
13404,0.8427,0.9406,5.9814,0.59323,0.40112,34.666,88.459999,1.1512,2.3452,0.753296,NA
13405,0.8427,0.9441,5.9873,0.5925,0.3997,34.624001,88.664001,1.1407,2.3459,0.754318,NA
13406,0.84144,0.94529,5.9604,0.59425,0.4002,34.417999,88.481003,1.134,2.3447,0.752276,NA
13409,0.84422,0.9438,5.9748,0.5943,0.40154,34.791,89.059998,1.1374,2.3433,0.755572,NA
13410,0.8466,0.9401,5.9552,0.59287,0.39931,34.594002,88.375,1.1407,2.3448,0.75188,NA
13411,0.8485,0.9411,5.9603,0.593,0.3986,34.646999,88.385002,1.1445,2.3423,0.752672,NA
13412,0.8466,0.9401,5.9614,0.592,0.3977,34.662998,88.07,1.1432,2.3522,0.757289,NA
13413,0.83968,0.9277,5.9368,0.58703,0.39504,34.262001,87.686996,1.139,2.3332,0.75188,NA
13416,0.8411,0.9327,5.9533,0.59077,0.3962,34.493999,87.730003,1.12765,2.3468,0.753409,NA
13417,0.8359,0.9339,5.9314,0.59203,0.39638,34.478001,87.980003,1.13795,2.3412,0.751484,NA
13418,0.83466,0.9335,5.9199,0.5908,0.39744,34.411999,88.165001,1.1426,2.3444,0.751089,NA
13419,0.831,0.933,5.8938,0.5889,0.3987,34.290001,88.110001,1.1426,2.348,0.748783,NA
13420,0.83253,0.93389,5.8992,0.58917,0.39833,34.118,88.014999,1.1445,2.3412,0.746491,NA
13423,0.8343,0.9295,5.9063,0.58713,0.3963,34.207001,88.010002,1.134,2.3245,0.748279,NA
13424,0.83384,0.92519,5.6156,0.5832,0.39387,33.960999,87.709999,1.1296,2.3017,0.743108,NA
13425,0.83941,0.9306,5.872,0.5863,0.3951,34.023998,87.830002,1.12425,2.3031,0.745712,NA
13426,0.83915,0.9332,5.8802,0.5872,0.3968,33.998001,87.870003,1.1235,2.3083,0.745879,NA
13427,0.83686,0.93635,5.867,0.5898,0.39744,33.653999,88.343002,1.1262,2.3043,0.743882,NA
13430,0.8354,0.9382,5.866,0.5905,0.39846,33.955002,88.519997,1.1281,2.3124,0.744325,NA
13431,0.8426,0.9447,5.8706,0.5931,0.40101,33.959,88.960999,1.1255,2.3132,0.743716,NA
13432,0.8438,0.9436,5.8761,0.5924,0.3999,33.810001,88.849998,1.1254,2.311,0.74228,NA
13433,0.85216,0.95252,5.9255,0.59819,0.40409,34.206001,89.699997,1.1404,2.321,0.751428,NA
13434,0.8533,0.95527,5.917,0.60017,0.40443,33.896999,89.764999,1.141,2.3246,0.750976,NA
13437,0.85589,0.9558,5.936,0.6005,0.4045,34.172001,89.599998,1.1397,2.3299,0.753409,NA
13438,0.8586,0.9549,5.9547,0.6003,0.4024,34,89.339996,1.136,2.3323,0.753523,NA
13439,0.8567,0.95851,5.9467,0.6019,0.4042,34.124001,89.739998,1.1374,2.3421,0.754888,NA
13440,0.85585,0.9537,5.9729,0.60067,0.40415,34.307999,89.690002,1.1348,2.3192,0.758725,NA
13441,0.85199,0.95371,5.9779,0.60067,0.40231,34.137001,89.947998,1.1343,2.3232,0.758323,NA
13444,0.8536,0.9584,5.9629,0.6029,0.4037,34.310001,90.290001,1.1405,2.3334,0.757002,NA
13445,0.855,0.9611,5.9897,0.6042,0.40521,34.273998,90.57,1.1473,2.3425,0.759301,NA
13446,0.85596,0.9622,5.9958,0.60365,0.40536,34.497002,90.600998,1.1597,2.3448,0.761673,NA
13447,0.85822,0.9579,6.0107,0.602,0.40426,34.527,90.470001,1.1606,2.3241,0.764526,NA
13448,0.85999,0.95998,6.0447,0.60325,0.40489,34.471001,90.389,1.1638,2.3373,0.769172,NA
13451,0.865,0.9601,6.0463,0.60463,0.40478,34.474998,90.400002,1.15455,2.3485,0.769172,NA
13452,0.8687,0.9634,6.0962,0.6067,0.4058,34.743,90.459999,1.1539,2.3439,0.775014,NA
13453,0.876,0.9636,6.0887,0.6066,0.40583,34.606998,90.709999,1.14995,2.3382,0.774174,NA
13454,0.8768,0.9635,6.0845,0.6058,0.40572,34.699001,90.650002,1.1478,2.3384,0.774413,NA
13455,0.86909,0.96456,6.0483,0.60591,0.40484,34.34,90.882004,1.1482,2.3214,0.770416,NA
13458,0.8705,0.9669,6.0549,0.6054,0.40598,34.534,91.050003,1.1517,2.3126,0.77101,NA
13459,0.8726,0.9646,6.0863,0.6044,0.4055,34.580002,90.845001,1.1527,2.311,0.772977,NA
13460,0.8698,0.9638,6.0588,0.6038,0.40443,34.374001,90.790001,1.15535,2.3134,0.770772,NA
13461,0.8676,0.9553,6.0406,0.5992,0.4032,34.200001,90.605003,1.15565,2.2941,0.769527,NA
13462,0.86695,0.95023,6.0266,0.59698,0.40172,34.106998,90.183998,1.1514,2.2797,0.767872,NA
13465,0.868,0.9496,5.9884,0.5957,0.4008,34.220001,89.839996,1.1567,2.2737,0.764117,NA
13466,0.871,0.9525,6.0138,0.5976,0.40397,34.542999,90.089996,1.1548,2.2723,0.766225,NA
13467,0.8706,0.9527,6,0.59627,0.4047,34.576,90.139999,1.16,2.2645,0.764994,NA
13468,0.8747,0.9561,6.0277,0.5988,0.40575,34.314999,90.589996,1.1527,2.2684,0.766518,NA
13469,0.88042,0.95397,6.0261,0.59805,0.40482,34.220001,90.331001,1.155,2.2742,0.768994,NA
13472,0.8819,0.9575,6.0479,0.60064,0.40585,34.594002,90.889999,1.15085,2.2796,0.770119,NA
13473,0.8827,0.9561,6.0433,0.6,0.40563,34.594002,90.800003,1.15,2.2762,0.770772,NA
13474,0.8846,0.95,6.0756,0.5988,0.4046,34.532001,90.43,1.1537,2.2788,0.774773,NA
13475,0.8847,0.9479,6.0808,0.5979,0.4042,34.580002,90.089996,1.1578,2.2807,0.775014,NA
13476,0.88227,0.9402,6.0998,0.59464,0.40272,34.585999,90.192001,1.1541,2.2801,0.778574,NA
13479,0.8811,0.9397,6.0847,0.59245,0.40142,34.712002,90.339996,1.163,2.263,0.778392,NA
13480,0.8848,0.9421,6.1188,0.5933,0.401,34.970001,90.900002,1.1534,2.2706,0.783883,NA
13481,0.8911,0.9469,6.1224,0.5952,0.4021,34.937,91.080002,1.15425,2.2696,0.783024,NA
13482,0.9,0.9442,6.1705,0.595,0.4009,35.139,91.224998,1.15345,2.2669,0.788581,NA
13483,0.90561,0.9435,6.1711,0.59298,0.39934,35.008999,91.228996,1.1495,2.2473,0.791578,NA
13486,0.8991,0.9408,6.1573,0.5911,0.3979,35.117001,90.919998,1.143,2.2496,0.78883,NA
13487,0.8979,0.9371,6.144,0.5903,0.39836,34.997002,90.339996,1.1445,2.2458,0.78672,NA
13488,0.8998,0.9381,6.1359,0.5903,0.3988,35.002998,90.480003,1.1439,2.2445,0.784621,NA
13489,0.9063,0.9424,6.1689,0.5932,0.4015,35.131001,90.769997,1.1455,2.2628,0.788581,NA
13490,0.90213,0.94732,6.0574,0.58706,0.40225,34.438,91.418999,1.1459,2.2736,0.786782,NA
13493,0.901,0.9432,6.1243,0.5924,0.4005,35.096001,91.650002,1.1401,2.2584,0.785608,NA
13494,0.9071,0.9439,6.1302,0.59259,0.39942,35.254002,91.870003,1.1377,2.2542,0.787588,NA
13495,0.9091,0.9481,6.1414,0.5948,0.39968,35.187,92.300003,1.1337,2.2543,0.786596,NA
13496,0.9063,0.9507,6.1228,0.5954,0.3991,35.000999,92.260002,1.1368,2.2493,0.783699,NA
13497,0.90515,0.95503,6.1143,0.59755,0.40044,34.772999,92.477997,1.1325,2.2581,0.783208,NA
13500,0.903,0.9542,6.0852,0.596,0.4008,34.93,92.169998,1.1298,2.264,0.781372,NA
13501,0.9036,0.9516,6.1226,0.5942,0.39825,35.09,92.589996,1.1256,2.269,0.785176,NA
13502,0.9011,0.9555,6.1301,0.5956,0.3996,35.096001,92.919998,1.1284,2.2606,0.785916,NA
13503,0.9058,0.9533,6.1141,0.5946,0.39958,34.924999,92.68,1.1239,2.2659,0.784375,NA
13504,0.90497,0.95469,6.1081,0.59602,0.39984,34.639,93.072998,1.1187,2.2829,0.783515,NA
13507,0.9078,0.9565,6.1227,0.597,0.4002,34.722,93.220001,1.1187,2.3178,4.569966,NA
13508,0.9082,0.9559,5.9188,0.5964,0.3998,33.668999,93.160004,1.1169,2.2773,0.782595,NA
13509,0.911,0.9613,6.1272,0.5977,0.40102,34.729,93.160004,1.1201,2.2938,0.785114,NA
13510,0.9161,0.9652,6.1668,0.6007,0.4025,34.981998,93.910004,1.1197,2.2975,0.790202,NA
13511,0.91717,0.96112,6.1434,0.5973,0.40225,34.659,93.82,1.118,2.2856,0.78883,NA
13514,0.9203,0.9616,6.159,0.59801,0.40245,34.965,94,1.1205,2.2856,0.791014,NA
13515,0.9271,0.9656,6.2154,0.59941,0.4031,35.130001,94.57,1.1262,2.291,0.796178,NA
13516,0.9282,0.9701,6.1773,0.601,0.40553,34.937,94.459999,1.1213,2.3058,0.792205,NA
13517,0.9222,0.9644,6.1041,0.5981,0.4031,34.650002,93.050003,1.12575,2.3238,0.783392,NA
13518,0.91451,0.9645,6.0874,0.60053,0.40404,34.405998,92.609001,1.1339,2.3175,0.780275,NA
13521,0.9176,0.9648,6.0858,0.5992,0.4027,34.550999,92.699997,1.1298,2.3126,0.781616,NA
13522,0.91828,0.96922,6.0835,0.60074,0.4025,34.595001,93.120003,1.1275,2.3312,0.780823,NA
13523,0.91196,0.968,6.054,0.6003,0.4019,34.514999,92.839996,1.1291,2.324,0.777122,NA
13524,0.9183,0.9736,6.0725,0.6046,0.40123,34.636002,93.82,1.1318,2.3426,0.77997,NA
13525,0.91454,0.97599,6.0902,0.60544,0.39975,34.57,94.228996,1.1317,2.3414,0.783208,NA
13528,0.91578,0.9787,6.1,0.6059,0.39897,34.602001,94.434998,1.1255,2.3419,0.784129,5.6441
13529,0.9201,0.9766,6.0818,0.6055,0.3988,34.602001,94.489998,1.134,2.3504,0.782473,5.6507
13530,0.9226,0.9816,6.1132,0.60824,0.39944,34.792,94.959999,1.136,2.3615,0.787402,5.6395
13531,0.9263,0.9844,6.1127,0.60898,0.3996,34.932999,95.709999,1.1355,2.343,0.789702,5.6495
13532,0.92511,0.98489,6.1249,0.60853,0.39929,34.726002,95.671997,1.1342,2.3449,0.789702,5.6171
13535,0.93,0.9842,6.1171,0.6082,0.3984,34.764999,95.830002,1.126,2.3456,0.788022,5.6241
13536,0.9349,0.9842,6.149,0.6081,0.3996,34.962002,96.339996,1.1304,2.3574,0.792393,5.6229
13537,0.9199,0.9743,6.0565,0.6021,0.39671,34.487999,94.339996,1.1147,2.3311,0.780823,5.5608
13538,0.9151,0.965,6.0149,0.5975,0.3934,34.169998,94.019997,1.1089,2.3558,0.773395,5.6153
13539,0.91052,0.96763,5.9841,0.59726,0.39387,33.894001,93.827003,1.1087,2.3452,0.772678,5.6128
13542,0.913,0.9665,5.9896,0.5959,0.39379,34.152,94.029999,1.1092,2.3395,0.772678,5.6497
13543,0.9095,0.9657,5.9836,0.595,0.39327,33.942001,93.860001,1.1217,2.3352,0.771903,5.6274
13544,0.9113,0.9649,6.0073,0.59534,0.3948,34.129002,93.639999,1.1244,2.3198,0.775675,5.5859
13545,0.9124,0.9623,5.9951,0.5944,0.39336,34.084999,93.5,1.1333,2.3144,0.774114,5.5444
13546,0.91633,0.96762,5.9936,0.59744,0.39383,33.960999,93.735001,1.137,2.3342,0.775014,5.5835
13549,0.9163,0.9683,6.0082,0.5998,0.39573,34.073002,93.220001,1.13305,2.3115,0.776096,5.5859
13550,0.9187,0.9635,6.0113,0.5985,0.3942,34.243,93.290001,1.1414,2.3135,0.777484,5.5652
13551,0.923,0.9663,6.0248,0.5982,0.39522,34.300999,93.949997,1.1322,2.3161,0.779423,5.5821
13552,0.924,0.973,6.0411,0.5992,0.39887,34.424999,94.610001,1.14095,2.323,0.781372,5.579
13553,0.90891,0.96821,6.0049,0.59691,0.39244,33.967999,94.500999,1.1356,2.3185,0.77688,5.5479
13556,0.9072,0.9671,5.9759,0.5953,0.39638,34.026001,93.949997,1.129,2.332,0.772201,5.6228
13557,0.90927,0.971,6.0282,0.59755,0.40013,34.237,94.410004,1.12895,2.3317,0.778998,5.6311
13558,0.9129,0.9703,6.0608,0.596,0.39865,34.375999,94.230003,1.1306,2.3239,0.783392,5.6312
13559,0.9111,0.9674,6.0668,0.5963,0.4013,34.491001,93.489998,1.1297,2.3288,0.783576,5.6274
13560,0.91505,0.97139,6.0855,0.5988,0.40387,34.403,93.939003,1.1273,2.3307,0.787216,5.634
13563,0.9154,0.9688,6.08,0.59762,0.40292,34.591999,94.07,1.1218,2.3266,0.786287,5.5844
13564,0.9214,0.9732,6.0877,0.59895,0.4024,34.756001,94.540001,1.1224,2.3285,0.788022,5.6073
13565,0.9173,0.9787,6.1107,0.6016,0.40479,34.862,95.610001,1.11965,2.3325,0.790889,5.6024
13566,0.9165,0.9771,6.11,0.6011,0.4033,34.860001,95.889999,1.1196,2.33,0.789391,5.5762
13567,0.91789,0.97552,6.1216,0.60114,0.40333,34.772999,95.839996,1.123,2.3289,0.791891,5.5901
13570,0.9205,0.9754,6.1226,0.6014,0.40414,35.001999,95.75,1.11725,2.339,0.794029,5.6155
13571,0.9167,0.9567,6.0777,0.5937,0.4003,34.665001,92.800003,1.1264,2.332,0.785978,5.6883
13572,0.9209,0.9593,6.0787,0.5947,0.4006,34.647999,93.419998,1.122,2.3215,0.787092,5.684
13573,0.92,0.9604,6.067,0.5958,0.4009,34.685001,92.389999,1.13105,2.3129,0.784991,5.696
13574,0.92271,0.95072,6.0659,0.5952,0.40332,34.506001,91.832001,1.1392,2.3097,0.784129,5.7796
13577,0.908,0.9391,5.7341,0.5878,0.4005,34.257999,88.900002,1.1418,2.2994,0.769704,5.7643
13578,0.9103,0.9475,5.972,0.58959,0.4,34.174,90.43,1.1313,2.296,0.774773,5.7084
13579,0.913,0.943,5.9789,0.5884,0.4018,34.459,89.709999,1.1438,2.2903,0.775976,5.7707
13580,0.9178,0.9548,6.0069,0.5922,0.4031,34.339001,91.139999,1.131,2.2911,0.778392,5.7213
13581,0.91472,0.96117,6.0357,0.59531,0.40418,34.291,92.397003,1.1288,2.2951,0.781311,5.7071
13584,0.9197,0.9617,6.0718,0.5958,0.40657,34.617001,92.349998,1.1281,2.3056,0.785978,5.7661
13585,0.9166,0.9506,6.053,0.59242,0.40506,34.381001,90.639999,1.1398,2.3063,0.781677,5.8469
13586,0.9249,0.957,6.0806,0.5943,0.4056,34.796001,92.25,1.1332,2.3101,0.787092,5.8482
13587,0.9272,0.9562,6.0735,0.5938,0.4068,34.82,92.370003,1.13355,2.3119,0.789079,5.8394
13588,0.93589,0.96181,6.1476,0.5978,0.40984,34.866001,92.945,1.1415,2.3236,0.796369,5.9526
13591,0.9427,0.9704,6.1877,0.6018,0.4116,35.271999,94.209999,1.1386,2.326,0.80141,5.952
13592,0.9321,0.9737,6.2031,0.6036,0.40975,34.941002,94.230003,1.1372,2.3361,0.804182,5.9352
13593,0.935,0.9769,6.1977,0.6033,0.4106,35.129002,94.919998,1.138,2.3278,0.808473,5.874
13594,0.9333,0.9787,6.218,0.6047,0.4102,35.032001,95.239998,1.1333,2.337,0.806777,5.8059
13595,0.93504,0.98186,6.2204,0.60613,0.41071,34.833,95.150002,1.1307,2.3396,0.806517,5.8121
13598,0.9399,0.9842,6.2586,0.6072,0.4108,34.966999,95.68,1.1284,2.3484,0.810504,5.8443
13599,0.9341,0.9779,6.234,0.6044,0.41084,34.791,95.129997,1.1264,2.3362,0.808211,5.8633
13600,0.9336,0.9797,6.2218,0.60485,0.41034,34.716999,94.110001,1.1332,2.3455,0.805802,5.9062
13601,0.9347,0.9821,6.2258,0.6051,0.411,35.172001,95.209999,1.1319,2.3382,0.807428,5.8585
13602,0.9338,0.98188,6.2495,0.60562,0.41113,34.796001,95.311996,1.132,2.3358,0.809323,5.8961
13605,0.9445,0.9916,6.302,0.6107,0.41285,35.258999,96.139999,1.1279,2.3522,0.816793,5.9131
13606,0.9401,0.9923,6.2846,0.609,0.41136,34.915001,96.459999,1.1274,2.3419,0.812018,5.819
13607,0.9487,0.9983,6.3184,0.61229,0.41425,35.066002,97.239998,1.1356,2.3506,0.819068,5.8488
13608,0.9428,0.99525,6.3173,0.61005,0.4154,34.984001,97.199997,1.13236,2.3363,0.819605,5.8322
13609,0.94219,1.002,6.3309,0.6114,0.41262,35.005001,97.707001,1.1363,2.3411,0.819874,5.8439
13612,0.9402,1.0007,6.3243,0.61091,0.4158,34.972,97.300003,1.1335,2.34,0.816193,5.8039
13613,0.9476,1.0057,6.3815,0.615,0.4188,35.195,98.419998,1.1328,2.3551,0.826378,5.9027
13614,0.9406,1.0069,6.3655,0.61414,0.41768,35.174,98.480003,1.1326,2.349,0.825628,5.8878
13615,0.9426,1.0106,6.4061,0.616,0.4196,35.356998,98.910004,1.13025,2.3594,0.831324,5.943
13616,0.94693,1.0107,6.4156,0.61565,0.41966,35.209,99.269997,1.1282,2.3514,0.832917,5.9816
13619,0.9416,1.01,6.4286,0.615,0.4183,34.759998,99.599998,1.1252,2.3429,0.832224,5.9043
13620,0.9457,1.011,6.4539,0.61599,0.4166,35.007999,99.510002,1.1194,2.3397,0.8364,5.8876
13621,0.94517,1.0087,6.4456,0.6158,0.41735,35.083,99.32,1.1206,2.3406,0.838785,5.8887
13622,0.9431,1.0064,6.4273,0.6134,0.4169,35.159,98.790001,1.1208,2.3354,0.835771,5.8795
13623,0.93874,1.009,6.448,0.61535,0.41747,34.696999,99.334999,1.1211,2.3268,0.83668,5.8698
13626,0.9342,1.0069,6.4187,0.61316,0.4163,34.627998,98.760002,1.1167,2.3162,0.833194,5.8916
13627,0.9284,0.9942,6.3791,0.6071,0.4133,33.953999,98.110001,1.11378,2.2925,0.828226,5.8056
13628,0.9299,1.0053,6.4274,0.6115,0.4164,34.066002,98.948997,1.1197,2.3037,0.83382,5.7919
13629,0.9265,0.9984,6.3724,0.608,0.41498,33.655998,98.699997,1.116,2.292,0.826378,5.8039
13630,0.92682,1.0016,6.392,0.60872,0.41593,33.712002,99.311996,1.1194,2.288,0.83167,5.8407
